ZipCode,City,State,County,CityAliasAbbreviation,CityAliasName,CityMixedCase,CityAliasMixedCase
00795,JUANA DIAZ,PR,JUANA DIAZ,,VALLE HUCARES,Juana Diaz,Valle Hucares
00795,JUANA DIAZ,PR,JUANA DIAZ,,EST DEL RIO,Juana Diaz,Est Del Rio
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB HERMANOS SANTIAGO,Juana Diaz,URB Hermanos Santiago
00795,JUANA DIAZ,PR,JUANA DIAZ,,EST DE JUANA DIAZ,Juana Diaz,Est De Juana Diaz
00795,JUANA DIAZ,PR,JUANA DIAZ,,EXT JACAGUAX,Juana Diaz,Ext Jacaguax
00795,JUANA DIAZ,PR,JUANA DIAZ,,HACIENDA LAS VEGAS,Juana Diaz,Hacienda Las Vegas
00795,JUANA DIAZ,PR,JUANA DIAZ,,COLINAS DE SAN MARTIN,Juana Diaz,Colinas De San Martin
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB LA ESPERANZA,Juana Diaz,URB La Esperanza
00795,JUANA DIAZ,PR,JUANA DIAZ,,VILLA NORMA,Juana Diaz,Villa Norma
00795,JUANA DIAZ,PR,JUANA DIAZ,,EXT LAS FLORES,Juana Diaz,Ext Las Flores
00795,JUANA DIAZ,PR,JUANA DIAZ,,JARD DE SANTO DOMINGO,Juana Diaz,Jard De Santo Domingo
00795,JUANA DIAZ,PR,JUANA DIAZ,,PASEO SOL Y MAR,Juana Diaz,Paseo Sol Y Mar
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB LAS MARIAS,Juana Diaz,URB Las Marias
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB LAS QUINTAS,Juana Diaz,URB Las Quintas
00795,JUANA DIAZ,PR,JUANA DIAZ,,VALLE SERRENO,Juana Diaz,Valle Serreno
00795,JUANA DIAZ,PR,JUANA DIAZ,,BRISAS DEL SUR,Juana Diaz,Brisas Del Sur
00795,JUANA DIAZ,PR,JUANA DIAZ,,EST EL GUAYABAL,Juana Diaz,Est El Guayabal
00795,JUANA DIAZ,PR,JUANA DIAZ,,EXT LAS MARIAS,Juana Diaz,Ext Las Marias
00795,JUANA DIAZ,PR,JUANA DIAZ,,MANS EN PASEO DE REYES,Juana Diaz,Mans En Paseo De Reyes
00795,JUANA DIAZ,PR,JUANA DIAZ,,SECT LAS FLORES,Juana Diaz,Sect Las Flores
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB DEL CARMEN,Juana Diaz,URB Del Carmen
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB JACAGUAX,Juana Diaz,URB Jacaguax
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB TOMAS CARRION MADURO,Juana Diaz,URB Tomas Carrion Maduro
00795,JUANA DIAZ,PR,JUANA DIAZ,,COLINAS DEL PRADO,Juana Diaz,Colinas Del Prado
00795,JUANA DIAZ,PR,JUANA DIAZ,,PASEO DEL PARQUE,Juana Diaz,Paseo Del Parque
00795,JUANA DIAZ,PR,JUANA DIAZ,,QTAS DE ALTAMIRA,Juana Diaz,Qtas De Altamira
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB CAMINO REAL,Juana Diaz,URB Camino Real
00795,JUANA DIAZ,PR,JUANA DIAZ,,URB SAN MARTIN II,Juana Diaz,URB San Martin Ii
00795,JUANA DIAZ,PR,JUANA DIAZ,,VILLAS DEL SOL,Juana Diaz,Villas Del Sol
00801,ST THOMAS,VI,SAINT THOMAS,CHARLOTTE AMA,CHARLOTTE AMALIE,St Thomas,Charlotte Amalie
00801,ST THOMAS,VI,SAINT THOMAS,,CHARLOTTE AMA,St Thomas,Charlotte Ama
00801,ST THOMAS,VI,SAINT THOMAS,,ST THOMAS,St Thomas,St Thomas
00802,ST THOMAS,VI,SAINT THOMAS,,CHARLOTTE AMA,St Thomas,Charlotte Ama
00802,ST THOMAS,VI,SAINT THOMAS,,ST THOMAS,St Thomas,St Thomas
00802,ST THOMAS,VI,SAINT THOMAS,CHARLOTTE AMA,CHARLOTTE AMALIE,St Thomas,Charlotte Amalie
00803,ST THOMAS,VI,SAINT THOMAS,CHARLOTTE AMA,CHARLOTTE AMALIE,St Thomas,Charlotte Amalie
00803,ST THOMAS,VI,SAINT THOMAS,,CHARLOTTE AMA,St Thomas,Charlotte Ama
00803,ST THOMAS,VI,SAINT THOMAS,,ST THOMAS,St Thomas,St Thomas
00804,ST THOMAS,VI,SAINT THOMAS,,CHARLOTTE AMA,St Thomas,Charlotte Ama
00804,ST THOMAS,VI,SAINT THOMAS,,ST THOMAS,St Thomas,St Thomas
00804,ST THOMAS,VI,SAINT THOMAS,CHARLOTTE AMA,CHARLOTTE AMALIE,St Thomas,Charlotte Amalie
00805,ST THOMAS,VI,SAINT THOMAS,,ST THOMAS,St Thomas,St Thomas
00820,CHRISTIANSTED,VI,SAINT CROIX,,CHRISTIANSTED,Christiansted,Christiansted
00820,CHRISTIANSTED,VI,SAINT CROIX,,ST CROIX,Christiansted,St Croix
00821,CHRISTIANSTED,VI,SAINT CROIX,,CHRISTIANSTED,Christiansted,Christiansted
00822,CHRISTIANSTED,VI,SAINT CROIX,,CHRISTIANSTED,Christiansted,Christiansted
00823,CHRISTIANSTED,VI,SAINT CROIX,,ST CROIX,Christiansted,St Croix
00823,CHRISTIANSTED,VI,SAINT CROIX,,CHRISTIANSTED,Christiansted,Christiansted
00824,CHRISTIANSTED,VI,SAINT CROIX,,CHRISTIANSTED,Christiansted,Christiansted
00824,CHRISTIANSTED,VI,SAINT CROIX,,ST CROIX,Christiansted,St Croix
00830,ST JOHN,VI,SAINT JOHN,,CRUZ BAY,St John,Cruz Bay
00830,ST JOHN,VI,SAINT JOHN,,ST JOHN,St John,St John
00831,ST JOHN,VI,SAINT JOHN,,CRUZ BAY,St John,Cruz Bay
00831,ST JOHN,VI,SAINT JOHN,,ST JOHN,St John,St John
00840,FREDERIKSTED,VI,SAINT CROIX,,FREDERIKSTED,Frederiksted,Frederiksted
00841,FREDERIKSTED,VI,SAINT CROIX,,FREDERIKSTED,Frederiksted,Frederiksted
00850,KINGSHILL,VI,SAINT CROIX,,KINGSHILL,Kingshill,Kingshill
00851,KINGSHILL,VI,SAINT CROIX,,KINGSHILL,Kingshill,Kingshill
00901,SAN JUAN,PR,SAN JUAN,VIEJO SN JUAN,VIEJO SAN JUAN,San Juan,Viejo San Juan
00901,SAN JUAN,PR,SAN JUAN,,VIEJO SN JUAN,San Juan,Viejo Sn Juan
00901,SAN JUAN,PR,SAN JUAN,,OLD SAN JUAN,San Juan,Old San Juan
00901,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00902,SAN JUAN,PR,SAN JUAN,,OLD SAN JUAN,San Juan,Old San Juan
00902,SAN JUAN,PR,SAN JUAN,,VIEJO SN JUAN,San Juan,Viejo Sn Juan
00902,SAN JUAN,PR,SAN JUAN,VIEJO SN JUAN,VIEJO SAN JUAN,San Juan,Viejo San Juan
00902,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00906,SAN JUAN,PR,SAN JUAN,,PTA DE TIERRA,San Juan,Pta De Tierra
00906,SAN JUAN,PR,SAN JUAN,PTA DE TIERRA,PUERTA DE TIERRA,San Juan,Puerta De Tierra
00906,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00907,SAN JUAN,PR,SAN JUAN,,BDA FIGUEROA,San Juan,Bda Figueroa
00907,SAN JUAN,PR,SAN JUAN,,MIRAMAR,San Juan,Miramar
00907,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00907,SAN JUAN,PR,SAN JUAN,,CONDADO,San Juan,Condado
00907,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00908,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00908,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00908,SAN JUAN,PR,SAN JUAN,,SANTURCE STATION,San Juan,Santurce Station
00909,SAN JUAN,PR,SAN JUAN,FDEZ JUNCOS,FERNANDEZ JUNCOS,San Juan,Fernandez Juncos
00909,SAN JUAN,PR,SAN JUAN,,FDEZ JUNCOS,San Juan,Fdez Juncos
00909,SAN JUAN,PR,SAN JUAN,,MINILLAS,San Juan,Minillas
00909,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00909,SAN JUAN,PR,SAN JUAN,,URB HIPODROMO,San Juan,URB Hipodromo
00909,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00910,SAN JUAN,PR,SAN JUAN,FDEZ JUNCOS,FERNANDEZ JUNCOS,San Juan,Fernandez Juncos
00910,SAN JUAN,PR,SAN JUAN,,FDEZ JUNCOS,San Juan,Fdez Juncos
00910,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00911,SAN JUAN,PR,SAN JUAN,,LOIZA STREET,San Juan,Loiza Street
00911,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00911,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00912,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00912,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00913,SAN JUAN,PR,SAN JUAN,,ISLA VERDE,San Juan,Isla Verde
00913,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00913,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00914,SAN JUAN,PR,SAN JUAN,,LOIZA STREET,San Juan,Loiza Street
00914,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00914,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00915,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00915,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00915,SAN JUAN,PR,SAN JUAN,,SECT CANTERA,San Juan,Sect Cantera
00915,SAN JUAN,PR,SAN JUAN,,BO OBRERO,San Juan,Bo Obrero
00915,SAN JUAN,PR,SAN JUAN,,BARRIO OBRERO,San Juan,Barrio Obrero
00915,SAN JUAN,PR,SAN JUAN,,BDA BUENA VISTA,San Juan,Bda Buena Vista
00915,SAN JUAN,PR,SAN JUAN,,SECT LA PLAYITA,San Juan,Sect La Playita
00916,SAN JUAN,PR,SAN JUAN,,BARRIO OBRERO,San Juan,Barrio Obrero
00916,SAN JUAN,PR,SAN JUAN,,SANTURCE,San Juan,Santurce
00916,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00917,SAN JUAN,PR,SAN JUAN,,BDA BUENA VISTA,San Juan,Bda Buena Vista
00917,SAN JUAN,PR,SAN JUAN,,SECT EL RELINCHO,San Juan,Sect El Relincho
00917,SAN JUAN,PR,SAN JUAN,,URB EL PRADO,San Juan,URB El Prado
00917,SAN JUAN,PR,SAN JUAN,,URB PEREZ MORRIS,San Juan,URB Perez Morris
00917,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00917,SAN JUAN,PR,SAN JUAN,,URB DAVILA & LLENZA,San Juan,URB Davila & Llenza
00917,SAN JUAN,PR,SAN JUAN,,BDA ISRAEL,San Juan,Bda Israel
00917,SAN JUAN,PR,SAN JUAN,,URB FLORAL PARK,San Juan,URB Floral Park
00917,SAN JUAN,PR,SAN JUAN,,URB UMPIERRE,San Juan,URB Umpierre
00917,SAN JUAN,PR,SAN JUAN,,HATO REY,San Juan,Hato Rey
00917,SAN JUAN,PR,SAN JUAN,,BDA LAS MONJAS,San Juan,Bda Las Monjas
00917,SAN JUAN,PR,SAN JUAN,,BDA BITUMUL,San Juan,Bda Bitumul
00917,SAN JUAN,PR,SAN JUAN,,URB PINERO,San Juan,URB Pinero
00917,SAN JUAN,PR,SAN JUAN,,URB QUINTANA,San Juan,URB Quintana
00918,SAN JUAN,PR,SAN JUAN,,URB EL VEDADO,San Juan,URB El Vedado
00918,SAN JUAN,PR,SAN JUAN,,URB LOS INGENIEROS,San Juan,URB Los Ingenieros
00918,SAN JUAN,PR,SAN JUAN,,BDA TOKIO,San Juan,Bda Tokio
00918,SAN JUAN,PR,SAN JUAN,,URB BALDRICH,San Juan,URB Baldrich
00918,SAN JUAN,PR,SAN JUAN,,VILLA PICA,San Juan,Villa Pica
00918,SAN JUAN,PR,SAN JUAN,,PARQ CENTRAL,San Juan,Parq Central
00918,SAN JUAN,PR,SAN JUAN,,URB JB HUYKE,San Juan,URB Jb Huyke
00918,SAN JUAN,PR,SAN JUAN,,URB LOS MAESTROS,San Juan,URB Los Maestros
00918,SAN JUAN,PR,SAN JUAN,,URB HYDE PK,San Juan,URB Hyde Pk
00918,SAN JUAN,PR,SAN JUAN,,URB ROOSEVELT,San Juan,URB Roosevelt
00918,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00918,SAN JUAN,PR,SAN JUAN,,EXT ROOSEVELT,San Juan,Ext Roosevelt
00919,SAN JUAN,PR,SAN JUAN,,HATO REY,San Juan,Hato Rey
00919,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00920,SAN JUAN,PR,SAN JUAN,,PUERTO NUEVO,San Juan,Puerto Nuevo
00920,SAN JUAN,PR,SAN JUAN,,PTO NUEVO,San Juan,Pto Nuevo
00920,SAN JUAN,PR,SAN JUAN,,URB PUERTO NUEVO,San Juan,URB Puerto Nuevo
00920,SAN JUAN,PR,SAN JUAN,,URB CAPARRA HTS,San Juan,URB Caparra Hts
00920,SAN JUAN,PR,SAN JUAN,,URB SUMMIT HLS,San Juan,URB Summit Hls
00920,SAN JUAN,PR,SAN JUAN,,CAPARRA,San Juan,Caparra
00920,SAN JUAN,PR,SAN JUAN,CAPARRA TER,CAPARRA TERRACE,San Juan,Caparra Terrace
00920,SAN JUAN,PR,SAN JUAN,,BECHARA IND PARK,San Juan,Bechara Ind Park
00920,SAN JUAN,PR,SAN JUAN,,URB SAN PATRICIO,San Juan,URB San Patricio
00920,SAN JUAN,PR,SAN JUAN,,RIO PIEDRAS,San Juan,Rio Piedras
00920,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00920,SAN JUAN,PR,SAN JUAN,,MONTERREY IND PARK,San Juan,Monterrey Ind Park
00920,SAN JUAN,PR,SAN JUAN,,VILLA BORINQUEN,San Juan,Villa Borinquen
00920,SAN JUAN,PR,SAN JUAN,,CAPARRA HILLS,San Juan,Caparra Hills
00920,SAN JUAN,PR,SAN JUAN,,CAPARRA TER,San Juan,Caparra Ter
00920,SAN JUAN,PR,SAN JUAN,,MARIO JULIA IND PARK,San Juan,Mario Julia Ind Park
00920,SAN JUAN,PR,SAN JUAN,,SAN MIGUEL IND PARK,San Juan,San Miguel Ind Park
00920,SAN JUAN,PR,SAN JUAN,,URB ALTAMIRA,San Juan,URB Altamira
00921,SAN JUAN,PR,SAN JUAN,,COLLEGE PARK,San Juan,College Park
00921,SAN JUAN,PR,SAN JUAN,,REPTO LANDRAU,San Juan,Repto Landrau
00921,SAN JUAN,PR,SAN JUAN,,URB ALTAMESA,San Juan,URB Altamesa
00921,SAN JUAN,PR,SAN JUAN,,URB PUERTO NUEVO,San Juan,URB Puerto Nuevo
00921,SAN JUAN,PR,SAN JUAN,,PTO NUEVO,San Juan,Pto Nuevo
00921,SAN JUAN,PR,SAN JUAN,,RIO PIEDRAS,San Juan,Rio Piedras
00921,SAN JUAN,PR,SAN JUAN,,PARQ DE SAN IGNACIO,San Juan,Parq De San Ignacio
00921,SAN JUAN,PR,SAN JUAN,,URB LA RIVIERA,San Juan,URB La Riviera
00921,SAN JUAN,PR,SAN JUAN,,VILLA MAGNA,San Juan,Villa Magna
00921,SAN JUAN,PR,SAN JUAN,,PUERTO NUEVO,San Juan,Puerto Nuevo
00921,SAN JUAN,PR,SAN JUAN,,URB COOP V BORINQUEN,San Juan,URB Coop V Borinquen
00921,SAN JUAN,PR,SAN JUAN,,URB LA RIVIERA IND PARK,San Juan,URB La Riviera Ind Park
00921,SAN JUAN,PR,SAN JUAN,,URB COLLEGE PARK IV,San Juan,URB College Park Iv
00921,SAN JUAN,PR,SAN JUAN,,URB SANTIAGO IGLESIAS,San Juan,URB Santiago Iglesias
00921,SAN JUAN,PR,SAN JUAN,,URB CAPARRA TERR,San Juan,URB Caparra Terr
00921,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00921,SAN JUAN,PR,SAN JUAN,,URB LAS LOMAS,San Juan,URB Las Lomas
00921,SAN JUAN,PR,SAN JUAN,,REPTO METROPOLITANO,San Juan,Repto Metropolitano
00921,SAN JUAN,PR,SAN JUAN,,URB LAS AMERICAS,San Juan,URB Las Americas
00921,SAN JUAN,PR,SAN JUAN,,VILLA EL SALVADOR,San Juan,Villa El Salvador
00922,SAN JUAN,PR,SAN JUAN,,CAPARRA,San Juan,Caparra
00922,SAN JUAN,PR,SAN JUAN,CAPARRA TER,CAPARRA TERRACE,San Juan,Caparra Terrace
00922,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00922,SAN JUAN,PR,SAN JUAN,,CAPARRA HILLS,San Juan,Caparra Hills
00922,SAN JUAN,PR,SAN JUAN,,CAPARRA TER,San Juan,Caparra Ter
00923,SAN JUAN,PR,SAN JUAN,,65TH INFANTRY,San Juan,65th Infantry
00923,SAN JUAN,PR,SAN JUAN,,URB SAN JOSE,San Juan,URB San Jose
00923,SAN JUAN,PR,SAN JUAN,,VILLA GRANADA,San Juan,Villa Granada
00923,SAN JUAN,PR,SAN JUAN,,URB DOS PINOS TOWNHOUSE,San Juan,URB Dos Pinos Townhouse
00923,SAN JUAN,PR,SAN JUAN,,URB OPEN LAND,San Juan,URB Open Land
00923,SAN JUAN,PR,SAN JUAN,,VISTA DEL CANO,San Juan,Vista Del Cano
00923,SAN JUAN,PR,SAN JUAN,,REPTO AMERICA,San Juan,Repto America
00923,SAN JUAN,PR,SAN JUAN,,URB VICTORIA,San Juan,URB Victoria
00923,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00923,SAN JUAN,PR,SAN JUAN,,URB MATIENZO CINTRON,San Juan,URB Matienzo Cintron
00923,SAN JUAN,PR,SAN JUAN,,URB VALENCIA,San Juan,URB Valencia
00923,SAN JUAN,PR,SAN JUAN,,REPTO SAN JOSE,San Juan,Repto San Jose
00923,SAN JUAN,PR,SAN JUAN,,URB SAN AGUSTIN,San Juan,URB San Agustin
00923,SAN JUAN,PR,SAN JUAN,,URB SANTA BARBARA,San Juan,URB Santa Barbara
00923,SAN JUAN,PR,SAN JUAN,,VALLE UNIVERSITARIO,San Juan,Valle Universitario
00923,SAN JUAN,PR,SAN JUAN,,URB CASAS YOYO,San Juan,URB Casas Yoyo
00923,SAN JUAN,PR,SAN JUAN,,BO CAPETILLO,San Juan,Bo Capetillo
00923,SAN JUAN,PR,SAN JUAN,,URB DEL CARMEN,San Juan,URB Del Carmen
00923,SAN JUAN,PR,SAN JUAN,,VILLA DOS PINOS,San Juan,Villa Dos Pinos
00923,SAN JUAN,PR,SAN JUAN,,URB DOS PINOS,San Juan,URB Dos Pinos
00923,SAN JUAN,PR,SAN JUAN,,URB EMBALSE SAN JOSE,San Juan,URB Embalse San Jose
00923,SAN JUAN,PR,SAN JUAN,,URB LOS MAESTROS,San Juan,URB Los Maestros
00924,SAN JUAN,PR,SAN JUAN,,65TH INFANTRY,San Juan,65th Infantry
00924,SAN JUAN,PR,SAN JUAN,,EXT TOWN PARK,San Juan,Ext Town Park
00924,SAN JUAN,PR,SAN JUAN,,URB GONZALEZ SEIJO,San Juan,URB Gonzalez Seijo
00924,SAN JUAN,PR,SAN JUAN,,URB LUARCA,San Juan,URB Luarca
00924,SAN JUAN,PR,SAN JUAN,,URB SAN MARTIN,San Juan,URB San Martin
00924,SAN JUAN,PR,SAN JUAN,,URB TOWN PK,San Juan,URB Town Pk
00924,SAN JUAN,PR,SAN JUAN,,VILLA CAPRI,San Juan,Villa Capri
00924,SAN JUAN,PR,SAN JUAN,,VILLA ROSALES,San Juan,Villa Rosales
00924,SAN JUAN,PR,SAN JUAN,,BDA EL POLVORIN,San Juan,Bda El Polvorin
00924,SAN JUAN,PR,SAN JUAN,,BDA SANTO DOMINGO,San Juan,Bda Santo Domingo
00924,SAN JUAN,PR,SAN JUAN,,PARC FALU,San Juan,Parc Falu
00924,SAN JUAN,PR,SAN JUAN,,URB BERWIND EST,San Juan,URB Berwind Est
00924,SAN JUAN,PR,SAN JUAN,,RIO PIEDRAS,San Juan,Rio Piedras
00924,SAN JUAN,PR,SAN JUAN,,PARC HILL BROTHERS,San Juan,Parc Hill Brothers
00924,SAN JUAN,PR,SAN JUAN,,URB EL CEMI,San Juan,URB El Cemi
00924,SAN JUAN,PR,SAN JUAN,,URB LAS VIRTUDES,San Juan,URB Las Virtudes
00924,SAN JUAN,PR,SAN JUAN,,URB SEVILLA,San Juan,URB Sevilla
00924,SAN JUAN,PR,SAN JUAN,,COLINAS DE MONTE CARLO,San Juan,Colinas De Monte Carlo
00924,SAN JUAN,PR,SAN JUAN,,EXT COLINAS VERDE,San Juan,Ext Colinas Verde
00924,SAN JUAN,PR,SAN JUAN,,MANS DE SAN MARTIN,San Juan,Mans De San Martin
00924,SAN JUAN,PR,SAN JUAN,,SECT LOS PENAS,San Juan,Sect Los Penas
00924,SAN JUAN,PR,SAN JUAN,,URB CLUB MANOR,San Juan,URB Club Manor
00924,SAN JUAN,PR,SAN JUAN,,URB DELICIAS,San Juan,URB Delicias
00924,SAN JUAN,PR,SAN JUAN,,URB SABANA LLANA,San Juan,URB Sabana Llana
00924,SAN JUAN,PR,SAN JUAN,,BDA HERNANDEZ,San Juan,Bda Hernandez
00924,SAN JUAN,PR,SAN JUAN,,URB HIGHLAND PK,San Juan,URB Highland Pk
00924,SAN JUAN,PR,SAN JUAN,,URB LA VISTA,San Juan,URB La Vista
00924,SAN JUAN,PR,SAN JUAN,,URB VOSBURG,San Juan,URB Vosburg
00924,SAN JUAN,PR,SAN JUAN,,VILLA NAVARRA,San Juan,Villa Navarra
00924,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00924,SAN JUAN,PR,SAN JUAN,,CIUDAD CENTRAL I,San Juan,Ciudad Central I
00924,SAN JUAN,PR,SAN JUAN,,ALT DE BERWIND,San Juan,Alt De Berwind
00924,SAN JUAN,PR,SAN JUAN,,COLINAS VERDE,San Juan,Colinas Verde
00924,SAN JUAN,PR,SAN JUAN,,URB COUNTRY CLUB,San Juan,URB Country Club
00924,SAN JUAN,PR,SAN JUAN,,URB EL COMANDANTE,San Juan,URB El Comandante
00924,SAN JUAN,PR,SAN JUAN,,URB MONTE CARLO,San Juan,URB Monte Carlo
00924,SAN JUAN,PR,SAN JUAN,,VILLA OLIMPICA,San Juan,Villa Olimpica
00924,SAN JUAN,PR,SAN JUAN,,VILLA PRADES,San Juan,Villa Prades
00924,SAN JUAN,PR,SAN JUAN,,VISTA DEL ATLANTICO,San Juan,Vista Del Atlantico
00925,SAN JUAN,PR,SAN JUAN,,BDA BLONDET,San Juan,Bda Blondet
00925,SAN JUAN,PR,SAN JUAN,,URB SANTA RITA,San Juan,URB Santa Rita
00925,SAN JUAN,PR,SAN JUAN,,URB GONZALEZ,San Juan,URB Gonzalez
00925,SAN JUAN,PR,SAN JUAN,,RIO PIEDRAS,San Juan,Rio Piedras
00925,SAN JUAN,PR,SAN JUAN,,SAN JUAN,San Juan,San Juan
00925,SAN JUAN,PR,SAN JUAN,,URB CABRERA,San Juan,URB Cabrera
00925,SAN JUAN,PR,SAN JUAN,,UNIVERSITY STATION,San Juan,University Station
00926,SAN JUAN,PR,SAN JUAN,,BO QUEBRADA ARENA,San Juan,Bo Quebrada Arena
00926,SAN JUAN,PR,SAN JUAN,,EXT ALAMEDA,San Juan,Ext Alameda
00926,SAN JUAN,PR,SAN JUAN,,MANS COLINAS DE CUPEY,San Juan,Mans Colinas De Cupey
00926,SAN JUAN,PR,SAN JUAN,,REPTO CONTEMPORANEO,San Juan,Repto Contemporaneo
00926,SAN JUAN,PR,SAN JUAN,,SECT LA MARINA,San Juan,Sect La Marina
00926,SAN JUAN,PR,SAN JUAN,,SECT PARACOCHERO,San Juan,Sect Paracochero
00926,SAN JUAN,PR,SAN JUAN,,URB CARMEN HLS,San Juan,URB Carmen Hls
00926,SAN JUAN,PR,SAN JUAN,,URB EL SENORIAL,San Juan,URB El Senorial
00926,SAN JUAN,PR,SAN JUAN,,URB LA CAMPINA,San Juan,URB La Campina
00926,SAN JUAN,PR,SAN JUAN,,URB LADERAS DE PALMA REAL,San Juan,URB Laderas De Palma Real
00926,SAN JUAN,PR,SAN JUAN,,URB RIO PIEDRAS HTS,San Juan,URB Rio Piedras Hts
00926,SAN JUAN,PR,SAN JUAN,,VILLA HUCAR,San Juan,Villa Hucar
00926,SAN JUAN,PR,SAN JUAN,,COLINAS DE CUPEY,San Juan,Colinas De Cupey
00926,SAN JUAN,PR,SAN JUAN,,JARD DE CALDAS,San Juan,Jard De Caldas
00926,SAN JUAN,PR,SAN JUAN,,PARQ SENORIAL,San Juan,Parq Senorial
00926,SAN JUAN,PR,SAN JUAN,,URB BORINQUEN GDNS,San Juan,URB Borinquen Gdns
00926,SAN JUAN,PR,SAN JUAN,,URB EXPERIMENTAL,San Juan,URB Experimental
00926,SAN JUAN,PR,SAN JUAN,,URB LUNA LLENA,San Juan,URB Luna Llena
00926,SAN JUAN,PR,SAN JUAN,,URB MIRADOR DE BORINQUEN GDN,San Juan,URB Mirador De Borinquen Gdn
00926,SAN JUAN,PR,SAN JUAN,,URB ROMANY GDNS,San Juan,URB Romany Gdns
00926,SAN JUAN,PR,SAN JUAN,,URB ROSEVILLE,San Juan,URB Roseville
00926,SAN JUAN,PR,SAN JUAN,,URB SAGRADO CORAZON,San Juan,URB Sagrado Corazon
00926,SAN JUAN,PR,SAN JUAN,,URB SAN JOSE IND,San Juan,URB San Jose Ind
00926,SAN JUAN,PR,SAN JUAN,,VILLA ANDALUCIA,San Juan,Villa Andalucia
00926,SAN JUAN,PR,SAN JUAN,,VILLA DAGMARITA,San Juan,Villa Dagmarita
00926,SAN JUAN,PR,SAN JUAN,,ALTS DEL REMANSO,San Juan,Alts Del Remanso
00926,SAN JUAN,PR,SAN JUAN,,BO DULCE,San Juan,Bo Dulce
00926,SAN JUAN,PR,SAN JUAN,,EXT MANS DE VILANOVA,San Juan,Ext Mans De Vilanova
00926,SAN JUAN,PR,SAN JUAN,,MANS DE ROMANY,San Juan,Mans De Romany
00926,SAN JUAN,PR,SAN JUAN,,PASEO DEL PARQUE,San Juan,Paseo Del Parque
00926,SAN JUAN,PR,SAN JUAN,,PASEO DEL PRADO,San Juan,Paseo Del Prado
00926,SAN JUAN,PR,SAN JUAN,,PASEO MAYOR,San Juan,Paseo Mayor
00926,SAN JUAN,PR,SAN JUAN,,PASEO SAN JUAN,San Juan,Paseo San Juan
00926,SAN JUAN,PR,SAN JUAN,,REPTO VETERANO,San Juan,Repto Veterano
00926,SAN JUAN,PR,SAN JUAN,,SECT HOYO,San Juan,Sect Hoyo
00926,SAN JUAN,PR,SAN JUAN,,URB ALAMEIN,San Juan,URB Alamein
00926,SAN JUAN,PR,SAN JUAN,,URB CALDAS,San Juan,URB Caldas
00926,SAN JUAN,PR,SAN JUAN,,URB CAMBRIDGE PARK,San Juan,URB Cambridge Park
00926,SAN JUAN,PR,SAN JUAN,,URB CROWN HLS,San Juan,URB Crown Hls
00926,SAN JUAN,PR,SAN JUAN,,URB EL PARAISO,San Juan,URB El Paraiso
